id,year,team1,score1,score2,team2
7438,2009,river plate,1,1,newell's old boys
7439,2009,colon,5,2,argentinos juniors
7440,2009,rosario central,3,0,gimnasia y esgrima (j)
7441,2009,banfield,0,1,boca juniors
7442,2009,san lorenzo de almagro,1,1,gimnasia y esgrima (lp)
7443,2009,arsenal,2,2,racing club
7444,2009,independiente,1,1,godoy cruz
7445,2009,san martin (t),1,1,colon
7446,2009,lanus,2,0,river plate
7447,2009,huracan,1,0,estudiantes (lp)
7448,2009,argentinos juniors,2,0,tigre
7449,2009,racing club,0,0,velez sarsfield
7450,2009,gimnasia y esgrima (lp),0,1,arsenal
7451,2009,boca juniors,1,0,san lorenzo de almagro
7452,2009,gimnasia y esgrima (j),2,0,banfield
7453,2009,newell's old boys,1,0,rosario central
7454,2009,rosario central,1,2,lanus
7455,2009,banfield,2,1,newell's old boys
7456,2009,godoy cruz,1,1,argentinos juniors
7457,2009,estudiantes (lp),1,0,independiente
7458,2009,colon,2,2,tigre
7459,2009,velez sarsfield,0,2,gimnasia y esgrima (lp)
7460,2009,san martin (t),0,2,racing club
7461,2009,river plate,3,3,huracan
7462,2009,san lorenzo de almagro,2,1,gimnasia y esgrima (j)
7463,2009,arsenal,0,1,boca juniors
7464,2009,gimnasia y esgrima (lp),1,0,san martin (t)
7465,2009,lanus,1,1,banfield
7466,2009,tigre,2,0,godoy cruz
7467,2009,racing club,0,2,colon
7468,2009,gimnasia y esgrima (j),0,1,arsenal
7469,2009,newell's old boys,3,3,san lorenzo de almagro
7470,2009,huracan,0,2,rosario central
7471,2009,boca juniors,2,3,velez sarsfield
7472,2009,independiente,0,1,river plate
7473,2009,argentinos juniors,5,0,estudiantes (lp)
7474,2009,banfield,0,0,huracan
7475,2009,arsenal,1,1,newell's old boys
7476,2009,racing club,1,1,gimnasia y esgrima (lp)
7477,2009,colon,0,0,godoy cruz
7478,2009,rosario central,1,2,independiente
7479,2009,san lorenzo de almagro,1,3,lanus
7480,2009,san martin (t),1,2,boca juniors
7481,2009,estudiantes (lp),3,1,tigre
7482,2009,river plate,1,2,argentinos juniors
7483,2009,velez sarsfield,2,0,gimnasia y esgrima (j)
7484,2009,gimnasia y esgrima (lp),1,0,colon
7485,2009,independiente,0,1,banfield
7486,2009,gimnasia y esgrima (j),1,0,san martin (t)
7487,2009,lanus,2,1,arsenal
7488,2009,tigre,3,1,river plate
7489,2009,boca juniors,2,1,racing club
7490,2009,newell's old boys,1,0,velez sarsfield
7491,2009,argentinos juniors,0,0,rosario central
7492,2009,huracan,1,4,san lorenzo de almagro
7493,2009,godoy cruz,2,1,estudiantes (lp)
7494,2009,banfield,2,2,argentinos juniors
7495,2009,velez sarsfield,0,2,lanus
7496,2009,san martin (t),2,0,newell's old boys
7497,2009,racing club,0,0,gimnasia y esgrima (j)
7498,2009,river plate,1,2,godoy cruz
7499,2009,arsenal,1,0,huracan
7500,2009,gimnasia y esgrima (lp),0,0,boca juniors
7501,2009,colon,0,1,estudiantes (lp)
7502,2009,rosario central,2,3,tigre
7503,2009,san lorenzo de almagro,4,1,independiente
7504,2009,newell's old boys,3,0,racing club
7505,2009,estudiantes (lp),1,1,river plate
7506,2009,gimnasia y esgrima (j),1,1,gimnasia y esgrima (lp)
7507,2009,huracan,3,0,velez sarsfield
7508,2009,tigre,1,0,banfield
7509,2009,godoy cruz,1,0,rosario central
7510,2009,boca juniors,3,2,colon
7511,2009,lanus,1,0,san martin (t)
7512,2009,independiente,1,2,arsenal
7513,2009,argentinos juniors,0,1,san lorenzo de almagro
7514,2009,tigre,1,2,san lorenzo de almagro
7515,2009,san lorenzo de almagro,1,3,boca juniors
7516,2009,boca juniors,0,1,tigre
7517,2009,huracan,1,0,san martin (t)
7518,2009,tigre,1,3,san lorenzo de almagro
7519,2009,newell's old boys,3,0,gimnasia y esgrima (lp)
7520,2009,estudiantes (lp),0,0,rosario central
7521,2009,godoy cruz,1,1,banfield
7522,2009,argentinos juniors,0,2,arsenal
7523,2009,lanus,3,1,racing club
7524,2009,independiente,0,0,velez sarsfield
7525,2009,gimnasia y esgrima (j),1,2,boca juniors
7526,2009,river plate,2,2,colon
7527,2009,colon,1,0,gimnasia y esgrima (j)
7528,2009,racing club,1,4,huracan
7529,2009,banfield,1,0,estudiantes (lp)
7530,2009,arsenal,2,0,tigre
7531,2009,velez sarsfield,1,1,argentinos juniors
7532,2009,boca juniors,0,2,newell's old boys
7533,2009,san martin (t),3,0,independiente
7534,2009,san lorenzo de almagro,1,2,godoy cruz
7535,2009,rosario central,1,2,river plate
7536,2009,gimnasia y esgrima (lp),3,2,lanus
7537,2009,huracan,0,2,gimnasia y esgrima (lp)
7538,2009,newell's old boys,1,1,gimnasia y esgrima (j)
7539,2009,independiente,2,0,racing club
7540,2009,colon,2,0,rosario central
7541,2009,godoy cruz,1,0,arsenal
7542,2009,tigre,1,2,velez sarsfield
7543,2009,argentinos juniors,2,2,san martin (t)
7544,2009,lanus,1,0,boca juniors
7545,2009,river plate,2,0,banfield
7546,2009,estudiantes (lp),2,1,san lorenzo de almagro
7547,2009,banfield,3,1,rosario central
7548,2009,gimnasia y esgrima (lp),2,0,independiente
7549,2009,san martin (t),2,2,tigre
7550,2009,velez sarsfield,4,0,godoy cruz
7551,2009,newell's old boys,1,1,colon
7552,2009,racing club,1,1,argentinos juniors
7553,2009,arsenal,3,1,estudiantes (lp)
7554,2009,san lorenzo de almagro,5,1,river plate
7555,2009,gimnasia y esgrima (j),0,2,lanus
7556,2009,boca juniors,3,1,huracan
7557,2009,lanus,2,1,newell's old boys
7558,2009,estudiantes (lp),0,1,velez sarsfield
7559,2009,tigre,4,1,racing club
7560,2009,argentinos juniors,1,1,gimnasia y esgrima (lp)
7561,2009,huracan,2,1,gimnasia y esgrima (j)
7562,2009,colon,2,0,banfield
7563,2009,independiente,2,0,boca juniors
7564,2009,rosario central,3,1,san lorenzo de almagro
7565,2009,river plate,3,1,arsenal
7566,2009,godoy cruz,3,2,san martin (t)
7567,2009,arsenal,0,5,rosario central
7568,2009,gimnasia y esgrima (j),4,1,independiente
7569,2009,gimnasia y esgrima (lp),0,1,tigre
7570,2009,san martin (t),1,0,estudiantes (lp)
7571,2009,lanus,2,1,colon
7572,2009,san lorenzo de almagro,3,1,banfield
7573,2009,racing club,1,0,godoy cruz
7574,2009,velez sarsfield,1,1,river plate
7575,2009,newell's old boys,2,2,huracan
7576,2009,boca juniors,3,0,argentinos juniors
7577,2009,independiente,4,1,newell's old boys
7578,2009,banfield,2,0,arsenal
7579,2009,godoy cruz,1,1,gimnasia y esgrima (lp)
7580,2009,argentinos juniors,0,1,gimnasia y esgrima (j)
7581,2009,rosario central,1,1,velez sarsfield
7582,2009,river plate,2,1,san martin (t)
7583,2009,huracan,3,0,lanus
7584,2009,colon,3,0,san lorenzo de almagro
7585,2009,tigre,0,0,boca juniors
7586,2009,estudiantes (lp),0,0,racing club
7587,2009,arsenal,1,1,san lorenzo de almagro
7588,2009,huracan,0,1,colon
7589,2009,velez sarsfield,2,1,banfield
7590,2009,racing club,1,0,river plate
7591,2009,gimnasia y esgrima (j),1,1,tigre
7592,2009,newell's old boys,1,1,argentinos juniors
7593,2009,lanus,5,1,independiente
7594,2009,boca juniors,1,1,godoy cruz
7595,2009,san martin (t),0,1,rosario central
7596,2009,gimnasia y esgrima (lp),1,1,estudiantes (lp)
7597,2009,argentinos juniors,2,1,lanus
7598,2009,tigre,1,1,newell's old boys
7599,2009,godoy cruz,2,2,gimnasia y esgrima (j)
7600,2009,independiente,2,1,huracan
7601,2009,colon,1,1,arsenal
7602,2009,banfield,0,0,san martin (t)
7603,2009,san lorenzo de almagro,0,1,velez sarsfield
7604,2009,estudiantes (lp),1,0,boca juniors
7605,2009,rosario central,0,1,racing club
7606,2009,river plate,2,2,gimnasia y esgrima (lp)
7607,2009,gimnasia y esgrima (j),0,0,estudiantes (lp)
7608,2009,independiente,0,1,colon
7609,2009,gimnasia y esgrima (lp),1,1,rosario central
7610,2009,racing club,1,0,banfield
7611,2009,velez sarsfield,2,0,arsenal
7612,2009,huracan,4,1,argentinos juniors
7613,2009,lanus,2,1,tigre
7614,2009,newell's old boys,1,1,godoy cruz
7615,2009,boca juniors,1,1,river plate
7616,2009,san martin (t),3,0,san lorenzo de almagro
7617,2009,arsenal,1,1,san martin (t)
7618,2009,banfield,3,1,gimnasia y esgrima (lp)
7619,2009,san lorenzo de almagro,1,1,racing club
7620,2009,tigre,0,1,huracan
7621,2009,estudiantes (lp),1,0,newell's old boys
7622,2009,argentinos juniors,1,1,independiente
7623,2009,colon,2,4,velez sarsfield
7624,2009,rosario central,2,0,boca juniors
7625,2009,godoy cruz,0,1,lanus
7626,2009,river plate,1,0,gimnasia y esgrima (j)
7627,2009,gimnasia y esgrima (lp),1,2,san lorenzo de almagro
7628,2009,independiente,4,1,tigre
7629,2009,gimnasia y esgrima (j),0,1,rosario central
7630,2009,lanus,0,3,estudiantes (lp)
7631,2009,argentinos juniors,2,0,colon
7632,2009,racing club,4,1,arsenal
7633,2009,san martin (t),0,0,velez sarsfield
7634,2009,newell's old boys,1,0,river plate
7635,2009,boca juniors,2,3,banfield
7636,2009,huracan,3,2,godoy cruz
7637,2009,banfield,2,2,gimnasia y esgrima (j)
7638,2009,tigre,1,1,argentinos juniors
7639,2009,arsenal,0,0,gimnasia y esgrima (lp)
7640,2009,velez sarsfield,2,2,racing club
7641,2009,colon,2,0,san martin (t)
7642,2009,godoy cruz,2,0,independiente
7643,2009,rosario central,1,1,newell's old boys
7644,2009,river plate,1,1,lanus
7645,2009,san lorenzo de almagro,1,1,boca juniors
7646,2009,estudiantes (lp),1,1,huracan
7647,2009,argentinos juniors,2,4,godoy cruz
7648,2009,lanus,2,1,rosario central
7649,2009,huracan,4,0,river plate
7650,2009,tigre,2,1,colon
7651,2009,newell's old boys,1,1,banfield
7652,2009,gimnasia y esgrima (lp),3,1,velez sarsfield
7653,2009,independiente,1,5,estudiantes (lp)
7654,2009,racing club,1,2,san martin (t)
7655,2009,gimnasia y esgrima (j),0,3,san lorenzo de almagro
7656,2009,boca juniors,2,1,arsenal
7657,2009,godoy cruz,0,2,tigre
7658,2009,arsenal,0,1,gimnasia y esgrima (j)
7659,2009,san lorenzo de almagro,0,2,newell's old boys
7660,2009,banfield,0,1,lanus
7661,2009,rosario central,1,2,huracan
7662,2009,estudiantes (lp),3,2,argentinos juniors
7663,2009,colon,0,0,racing club
7664,2009,san martin (t),0,1,gimnasia y esgrima (lp)
7665,2009,velez sarsfield,2,0,boca juniors
7666,2009,river plate,2,0,independiente
7667,2009,newell's old boys,1,1,arsenal
7668,2009,huracan,2,1,banfield
7669,2009,godoy cruz,1,3,colon
7670,2009,independiente,3,1,rosario central
7671,2009,lanus,2,1,san lorenzo de almagro
7672,2009,boca juniors,3,0,san martin (t)
7673,2009,gimnasia y esgrima (lp),0,0,racing club
7674,2009,tigre,2,0,estudiantes (lp)
7675,2009,argentinos juniors,0,0,river plate
7676,2009,gimnasia y esgrima (j),0,1,velez sarsfield
7677,2009,colon,2,0,gimnasia y esgrima (lp)
7678,2009,banfield,5,0,independiente
7679,2009,river plate,3,1,tigre
7680,2009,estudiantes (lp),1,0,godoy cruz
7681,2009,velez sarsfield,2,0,newell's old boys
7682,2009,arsenal,4,1,lanus
7683,2009,racing club,3,0,boca juniors
7684,2009,san martin (t),0,1,gimnasia y esgrima (j)
7685,2009,san lorenzo de almagro,0,1,huracan
7686,2009,rosario central,2,1,argentinos juniors
7687,2009,argentinos juniors,1,1,banfield
7688,2009,newell's old boys,0,1,san martin (t)
7689,2009,gimnasia y esgrima (j),0,2,racing club
7690,2009,tigre,0,1,rosario central
7691,2009,independiente,0,1,san lorenzo de almagro
7692,2009,boca juniors,1,2,gimnasia y esgrima (lp)
7693,2009,godoy cruz,1,0,river plate
7694,2009,estudiantes (lp),1,3,colon
7695,2009,huracan,3,0,arsenal
7696,2009,lanus,1,1,velez sarsfield
7697,2009,arsenal,1,1,independiente
7698,2009,racing club,2,1,newell's old boys
7699,2009,banfield,0,3,tigre
7700,2009,rosario central,0,1,godoy cruz
7701,2009,river plate,1,2,estudiantes (lp)
7702,2009,colon,1,3,boca juniors
7703,2009,san lorenzo de almagro,3,0,argentinos juniors
7704,2009,gimnasia y esgrima (lp),2,0,gimnasia y esgrima (j)
7705,2009,san martin (t),2,3,lanus
7706,2009,velez sarsfield,1,0,huracan
7707,2009,belgrano,0,1,rosario central
7708,2009,atletico de rafaela,3,0,gimnasia y esgrima (lp)
7709,2009,rosario central,1,1,belgrano
7710,2009,gimnasia y esgrima (lp),3,0,atletico de rafaela
7711,2010,gimnasia y esgrima lp,0,2,godoy cruz
7712,2010,independiente,0,1,newell's old boys
7713,2010,rosario central,1,0,racing club
7714,2010,chacarita juniors,1,2,tigre
7715,2010,arsenal,0,2,estudiantes lp
7716,2010,san lorenzo de almagro,3,1,atl tucuman
7717,2010,banfield,2,0,river plate
7718,2010,huracan,1,2,lanus
7719,2010,boca juniors,2,2,argentinos juniors
7720,2010,colon,0,1,velez sarsfield
7721,2010,racing club,1,1,colon
7722,2010,tigre,1,2,rosario central
7723,2010,argentinos juniors,1,1,banfield
7724,2010,estudiantes lp,3,0,gimnasia y esgrima lp
7725,2010,godoy cruz,1,1,san lorenzo de almagro
7726,2010,velez sarsfield,3,1,arsenal
7727,2010,river plate,4,3,chacarita juniors
7728,2010,lanus,1,2,boca juniors
7729,2010,newell's old boys,1,0,huracan
7730,2010,atl tucuman,2,4,independiente
7731,2010,argentinos juniors,0,0,lanus
7732,2010,arsenal,0,0,racing club
7733,2010,san lorenzo de almagro,2,2,estudiantes lp
7734,2010,independiente,2,0,godoy cruz
7735,2010,huracan,0,2,atl tucuman
7736,2010,boca juniors,1,1,newell's old boys
7737,2010,banfield,1,0,chacarita juniors
7738,2010,colon,5,1,tigre
7739,2010,gimnasia y esgrima lp,0,1,velez sarsfield
7740,2010,rosario central,2,1,river plate
7741,2010,racing club,1,1,gimnasia y esgrima lp
7742,2010,newell's old boys,0,1,argentinos juniors
7743,2010,tigre,1,2,arsenal
7744,2010,chacarita juniors,0,1,rosario central
7745,2010,atl tucuman,2,0,boca juniors
7746,2010,velez sarsfield,0,0,san lorenzo de almagro
